Artist,Album Title,Track Title,Track Position,Duration,Producer,Remixer,Release Date,Catalog Number,Label,release_id
Deborah Cox,It's Over Now (The Remixes),It's Over Now (Junior Vasquez Anthem Mix),B1,10:30,Alonzo Jackson; Kay Gee,Junior Vasquez,1999,07822-13656-1,Arista,112378
Deborah Cox,It's Over Now (The Remixes),It's Over Now (Junior Beats),B2,1:58,Alonzo Jackson; Kay Gee,Junior Vasquez,1999,07822-13656-1,Arista,112378
Deborah Cox,It's Over Now (The Remixes),It's Over Now (Hex Hector Club Mix),C1,10:03,Alonzo Jackson; Kay Gee,Hex Hector,1999,07822-13656-1,Arista,112378
Deborah Cox,It's Over Now (The Remixes),It's Over Now (Hex Retro-Future Radio Mix),C2,4:13,Alonzo Jackson; Kay Gee,Hex Hector,1999,07822-13656-1,Arista,112378
Deborah Cox,It's Over Now (The Remixes),It's Over Now (Junior Vasquez Dub Club Dub),D1,8:25,Alonzo Jackson; Kay Gee,Junior Vasquez,1999,07822-13656-1,Arista,112378
Deborah Cox,It's Over Now (The Remixes),It's Over Now (Allstar Instrumental),D2,4:15,Alonzo Jackson; Kay Gee,Allstar,1999,07822-13656-1,Arista,112378
Whitney Houston & Deborah Cox,"Same Script, Different Cast","Same Script, Different Cast (Jonathan Peters Vocal Club Mix)",A,9:35,"Anthony ""Shep"" Crawford",Jonathan Peters; Tony Coluccio,2000,07822-13860-1,Arista,198093
Whitney Houston & Deborah Cox,"Same Script, Different Cast","Same Script, Different Cast (Joe Smooth Slang Club Mix)",B1,5:49,"Anthony ""Shep"" Crawford",Joe Smooth,2000,07822-13860-1,Arista,198093
Whitney Houston & Deborah Cox,"Same Script, Different Cast","Same Script, Different Cast (Mel Hammond Beautiful Slang Dub)",B2,6:41,"Anthony ""Shep"" Crawford",Mel Hammond,2000,07822-13860-1,Arista,198093
Whitney Houston & Deborah Cox,"Same Script, Different Cast","Same Script, Different Cast (Friburn & Urik Uncover Your Ears Mix)",C,10:49,"Anthony ""Shep"" Crawford",Friburn & Urik,2000,07822-13860-1,Arista,198093
Whitney Houston & Deborah Cox,"Same Script, Different Cast","Same Script, Different Cast (Jonathan Peters Goes There Dub)",D,11:07,"Anthony ""Shep"" Crawford",Jonathan Peters; Tony Coluccio,2000,07822-13860-1,Arista,198093
Whitney Houston,The Unreleased Mixes,How Will I Know (Junior Vasquez Club Mix),A,7:35,Narada Michael Walden,Junior Vasquez,2000,07822-14652-1,Arista,18370318
Whitney Houston,The Unreleased Mixes,Greatest Love Of All (Club 69 Mix),B,11:51,Michael Masser,Peter Rauhofer; Club 69,2000,07822-14652-1,Arista,18370318
Whitney Houston,The Unreleased Mixes,I'm Every Woman (Clivilles & Cole 1992 Classic Club Mix),C,10:14,Narada Michael Walden,Clivillés & Cole; David Cole; Robert Clivillés,2000,07822-14652-1,Arista,18370318
Whitney Houston,The Unreleased Mixes,Greatest Love Of All (Junior Vasquez Club Mix),D,12:26,Michael Masser,Junior Vasquez,2000,07822-14652-1,Arista,18370318
Whitney Houston,The Unreleased Mixes,Love Will Save The Day (Jellybean & David Morales 1987 Classic Underground Mix),E,7:30,,"David Morales, John ""Jellybean"" Benitez",2000,07822-14652-1,Arista,18370318
Whitney Houston,The Unreleased Mixes,I Will Always Love You (Hex Hector Club Mix),F,9:50,David Foster,Hex Hector,2000,07822-14652-1,Arista,18370318
Whitney Houston,The Unreleased Mixes,So Emotional (David Morales Emotional Club Mix),G,11:18,,David Morales,2000,07822-14652-1,Arista,18370318
Whitney Houston,The Unreleased Mixes,I'm Your Baby Tonight (Dronez Club Mix),H,8:34,Babyface; L.A. Reid,The Dronez,2000,07822-14652-1,Arista,18370318
Whitney Houston,Whatchulookinat (Dance Remixes),Whatchulookinat (Thunderpuss Club Mix),A,7:42,"Bobby Brown, Muhammad 2G",Thunderpuss,2002,07822-15191-1,Arista,229550
Whitney Houston,Whatchulookinat (Dance Remixes),Whatchulookinat (Full Intention Club Mix),B,7:00,"Bobby Brown, Muhammad 2G",Full Intention,2002,07822-15191-1,Arista,229550
Whitney Houston,Whatchulookinat (Dance Remixes),Whatchulookinat  (Thunderpuss Dub),C,8:43,"Bobby Brown, Muhammad 2G",Thunderpuss,2002,07822-15191-1,Arista,229550
Whitney Houston,Whatchulookinat (Dance Remixes),Whatchulookinat (Full Intention Dub),D1,6:51,"Bobby Brown, Muhammad 2G",Full Intention,2002,07822-15191-1,Arista,229550
Whitney Houston,Whatchulookinat (Dance Remixes),Whatchulookinat (Full Intention Old School R&B),D2,3:33,"Bobby Brown, Muhammad 2G",Full Intention,2002,07822-15191-1,Arista,229550
Whitney Houston,Step By Step - Remixes,Step By Step (Junior's Arena Anthem Mix),A1,11:50,,Junior Vasquez,1997,74321 45479 1,Arista,1351710
Whitney Houston,Step By Step - Remixes,Step By Step (Album Version),A2,4:12,,,1997,74321 45479 1,Arista,1351710
Whitney Houston,Step By Step - Remixes,Step By Step (K-Klassic Remix),B1,10:06,,K-Klass,1997,74321 45479 1,Arista,1351710
Whitney Houston,Step By Step - Remixes,Step By Step (Soul Solution Bonus Bass Dub),B2,2:40,,Soul Solution,1997,74321 45479 1,Arista,1351710
Whitney Houston,Step By Step - Remixes,Step By Step (Soul Solution Diva Vocal Mix),C,9:02,,Soul Solution,1997,74321 45479 1,Arista,1351710
Whitney Houston,Step By Step - Remixes,Step By Step (Junior's Deep Vocal Mix),D1,8:47,,Junior Vasquez,1997,74321 45479 1,Arista,1351710
Whitney Houston,Step By Step - Remixes,Step By Step (Teddy Riley Remix),D2,4:32,,Teddy Riley,1997,74321 45479 1,Arista,1351710
Aretha Franklin,Who's Zoomin' Who,Who's Zoomin' Who (Dance Mix),A1,8:36,Narada Michael Walden,Steve Thompson & Michael Barbiero,1985,AD 1-9411,Arista,941914
Aretha Franklin,Who's Zoomin' Who,Who's Zoomin' Who (Dub Mix),A2,5:29,Narada Michael Walden,Steve Thompson & Michael Barbiero,1985,AD 1-9411,Arista,941914
Aretha Franklin,Who's Zoomin' Who,Who's Zoomin' Who (Radio Mix),B1,5:48,Narada Michael Walden,Steve Thompson & Michael Barbiero,1985,AD 1-9411,Arista,941914
Aretha Franklin,Who's Zoomin' Who,Who's Zoomin' Who (Acapella Mix),B2,5:55,Narada Michael Walden,Steve Thompson & Michael Barbiero,1985,AD 1-9411,Arista,941914
Aretha Franklin,Rock-A-Lott,Rock-A-Lott (Street Mix),A1,9:21,Narada Michael Walden,Steve Thompson & Michael Barbiero,1987,AD1-9575,Arista,771971
Aretha Franklin,Rock-A-Lott,Rock-A-Lott (Single Version),A2,4:39,Narada Michael Walden,Steve Thompson & Michael Barbiero,1987,AD1-9575,Arista,771971
Aretha Franklin,Rock-A-Lott,Rock-A-Lott (Street Mix-Radio Edit),B1,5:29,Narada Michael Walden,Steve Thompson & Michael Barbiero,1987,AD1-9575,Arista,771971
Aretha Franklin,Rock-A-Lott,Rock-A-Lott (Dub Mix),B2,6:37,Narada Michael Walden,Steve Thompson & Michael Barbiero,1987,AD1-9575,Arista,771971
Aretha Franklin,Rock-A-Lott,Rock-A-Lott (Acappella Mix),B3,7:04,Narada Michael Walden,Steve Thompson & Michael Barbiero,1987,AD1-9575,Arista,771971
Whitney Houston,So Emotional,So Emotional (Extended Remix),A1,7:45,,Shep Pettibone,1987,AD1-9641,Arista,7013569
Whitney Houston,So Emotional,So Emotional (Edited Remix),A2,4:36,,Shep Pettibone,1987,AD1-9641,Arista,7013569
Whitney Houston,So Emotional,So Emotional (Single Version),B1,4:00,,,1987,AD1-9641,Arista,7013569
Whitney Houston,So Emotional,So Emotional (Dub Version),B2,5:10,,Shep Pettibone,1987,AD1-9641,Arista,7013569
Whitney Houston,So Emotional,So Emotional (Bonus Beats),B3,4:24,,Shep Pettibone,1987,AD1-9641,Arista,7013569
Whitney Houston,So Emotional,So Emotional (The Voice),B4,4:10,,Shep Pettibone,1987,AD1-9641,Arista,7013569
Taylor Dayne,Prove Your Love,Prove Your Love (Extended Remix),A1,7:27,Ric Wake,"Ric Wake, Richie Jones",1988,ADI-9677,Arista,209315
Taylor Dayne,Prove Your Love,Prove Your Love (Hot Single Mix),A2,3:25,Ric Wake,"Ric Wake, Richie Jones",1988,ADI-9677,Arista,209315
Taylor Dayne,Prove Your Love,Prove Your Love (Edited Remix),B1,4:32,Ric Wake,"Ric Wake, Richie Jones",1988,ADI-9677,Arista,209315
Taylor Dayne,Prove Your Love,Prove Your Love (Prove Your Dub/Beats),B2,8:30,Ric Wake,"Ric Wake, Richie Jones",1988,ADI-9677,Arista,209315
The S.O.U.L. S.Y.S.T.E.M.,It's Gonna Be A Lovely Day,It's Gonna Be A Lovely Day (Character R&B Mix),A1,4:41,Clivillés & Cole,The Characters,1993,ADP-2529,Arista,586658
The S.O.U.L. S.Y.S.T.E.M.,It's Gonna Be A Lovely Day,It's Gonna Be A Lovely Day (Things Is Lovely Mix),A2,4:38,Clivillés & Cole,The Characters,1993,ADP-2529,Arista,586658
The S.O.U.L. S.Y.S.T.E.M.,It's Gonna Be A Lovely Day,It's Gonna Be A Lovely Day (Clivilles & Cole Vocal House Remix),B1,8:48,Clivillés & Cole,Clivillés & Cole,1993,ADP-2529,Arista,586658
The S.O.U.L. S.Y.S.T.E.M.,It's Gonna Be A Lovely Day,It's Gonna Be A Lovely Day (Character Bonus Beats),B2,5:10,Clivillés & Cole,The Characters,1993,ADP-2529,Arista,586658
Lisa Stansfield,"Never, Never Gonna Give You Up","Never, Never Gonna Give You Up (Hani Num Club Mix)",A1,9:03,Ian Devaney,Hani,1997,ADP-3410,Arista,537882
Lisa Stansfield,"Never, Never Gonna Give You Up","Never, Never Gonna Give You Up (Mark Picchiotti Dub)",A2,8:18,Ian Devaney,Mark Picchiotti,1997,ADP-3410,Arista,537882
Lisa Stansfield,"Never, Never Gonna Give You Up","Never, Never Gonna Give You Up (Nikolas & Sibley Club Mix)",B1,8:36,Ian Devaney,"Brendon Sibley, Steven Nikolas",1997,ADP-3410,Arista,537882
Lisa Stansfield,"Never, Never Gonna Give You Up","Never, Never Gonna Give You Up (Frankie's Classic Morning Mix)",B2,8:46,Ian Devaney,Frankie Knuckles,1997,ADP-3410,Arista,537882
Lisa Stansfield,"Never, Never Gonna Give You Up","Never, Never Gonna Give You Up (Mark Picchiotti Club Mix)",C1,9:55,Ian Devaney,Mark Picchiotti,1997,ADP-3410,Arista,537882
Lisa Stansfield,"Never, Never Gonna Give You Up","Never, Never Gonna Give You Up (Hani's Vocal Reprise)",C2,1:56,Ian Devaney,Hani,1997,ADP-3410,Arista,537882
Lisa Stansfield,"Never, Never Gonna Give You Up","Never, Never Gonna Give You Up (Hani's Bonus Beats)",C3,2:03,Ian Devaney,Hani,1997,ADP-3410,Arista,537882
Lisa Stansfield,"Never, Never Gonna Give You Up","Never, Never Gonna Give You Up (Hani's Analog Bubble Bath)",D1,8:30,Ian Devaney,Hani,1997,ADP-3410,Arista,537882
Lisa Stansfield,"Never, Never Gonna Give You Up","Never, Never Gonna Give You Up (Nikolas & Sibley Dub)",D2,5:23,Ian Devaney,"Brendon Sibley, Steven Nikolas",1997,ADP-3410,Arista,537882
Lisa Stansfield,Never Gonna Fall,Never Gonna Fall (Junior's Return To 27th & 10th Anthem),A,10:23,Ian Devaney,Junior Vasquez,1997,ADP-3424,Arista,177696
Lisa Stansfield,Never Gonna Fall,Never Gonna Fall (Victor Calderone Remix),B1,8:43,Ian Devaney,Victor Calderone,1997,ADP-3424,Arista,177696
Lisa Stansfield,Never Gonna Fall,Never Gonna Fall (Junior's Tribal Beats),B2,6:06,Ian Devaney,Junior Vasquez,1997,ADP-3424,Arista,177696
Deborah Cox,I Never Knew (Hani Num Club Mixes),I Never Knew (Anthem Vocal),A,10:29,Rodney Jerkins,Hani,2000,ARDP-3861,Arista,552216
Deborah Cox,I Never Knew (Hani Num Club Mixes),I Never Knew (Mixshow),B1,5:17,Rodney Jerkins,Hani,2000,ARDP-3861,Arista,552216
Deborah Cox,I Never Knew (Hani Num Club Mixes),I Never Knew (Radio),B2,4:03,Rodney Jerkins,Hani,2000,ARDP-3861,Arista,552216
Whitney Houston,I Wanna Dance With Somebody (Who Loves Me),"I Wanna Dance With Somebody (Who Loves Me) (12"" Remix)",A,8:33,,,1987,RIST 1,Arista,2555228
Whitney Houston,I Wanna Dance With Somebody (Who Loves Me),Moment Of Truth,B1,4:38,,,1987,RIST 1,Arista,2555228
Whitney Houston,I Wanna Dance With Somebody (Who Loves Me),I Wanna Dance With Somebody (Who Loves Me) (Dub Mix),B2,6:48,,,1987,RIST 1,Arista,2555228
Whitney Houston,Queen Of The Night,Queen Of The Night (CJ's Master Mix),A1,6:35,L.A. & Babyface,"Paul Wright, CJ Mackintosh",1993,"74321 169301, 74321 16930 1","Arista, Arista",346113
Whitney Houston,Queen Of The Night,Queen Of The Night (CJ's Single Edit),A2,4:04,,CJ Mackintosh,1993,"74321 169301, 74321 16930 1","Arista, Arista",346113
Whitney Houston,Queen Of The Night,Queen Of The Night (CJ's Instrumental Mix),B1,9:35,,CJ Mackintosh,1993,"74321 169301, 74321 16930 1","Arista, Arista",346113
Whitney Houston,Queen Of The Night,Queen Of The Night (Mackapella Mix),B2,5:21,,CJ Mackintosh,1993,"74321 169301, 74321 16930 1","Arista, Arista",346113
Whitney Houston,Queen Of The Night,Queen Of The Night (Dub Of The Night),B3,5:21,,CJ Mackintosh,1993,"74321 169301, 74321 16930 1","Arista, Arista",346113
Taylor Dayne,With Every Beat Of My Heart,With Every Beat Of My Heart (Make It Rock Remix),A1,7:04,Ric Wake,Richie Jones,1989,"AD1-9896, ADI-9896","Arista, Arista",327208
Taylor Dayne,With Every Beat Of My Heart,With Every Beat Of My Heart (Mental Dub),A2,9:36,,,1989,"AD1-9896, ADI-9896","Arista, Arista",327208
Taylor Dayne,With Every Beat Of My Heart,With Every Beat Of My Heart (Palpitashun Remix),B1,7:10,,,1989,"AD1-9896, ADI-9896","Arista, Arista",327208
Taylor Dayne,With Every Beat Of My Heart,With Every Beat Of My Heart (Extended Radio Remix),B2,6:33,,,1989,"AD1-9896, ADI-9896","Arista, Arista",327208
Basement Jaxx,Where's Your Head At,Where's Your Head At (Extended Mix),A1,5:15,,,2001,ASW 38803,Astralwerks,265383
Basement Jaxx,Where's Your Head At,Where's Your Head At (Stanton Warriors Remix),A2,6:48,,Stanton Warriors,2001,ASW 38803,Astralwerks,265383
Basement Jaxx,Where's Your Head At,Where's Your Head At (Head-A-Pella),A3,3:53,,,2001,ASW 38803,Astralwerks,265383
Basement Jaxx,Where's Your Head At,Where's Your Head At (Sounds Of Da Future Remix),B1,5:18,,Sounds Of Da Future,2001,ASW 38803,Astralwerks,265383
Basement Jaxx,Where's Your Head At,Where's Your Head At (Jaxx Nite Dub),B2,6:08,,,2001,ASW 38803,Astralwerks,265383
Basement Jaxx,Romeo,Romeo (Club Mix),A1,,,,2001,"ASW38783-1, 7243 8 38783 1 4","Astralwerks, Astralwerks",14267
Basement Jaxx,Romeo,Romeo (Acapella),A2,,,,2001,"ASW38783-1, 7243 8 38783 1 4","Astralwerks, Astralwerks",14267
Basement Jaxx,Romeo,Romeo (Beats Mix),B1,,,,2001,"ASW38783-1, 7243 8 38783 1 4","Astralwerks, Astralwerks",14267
Basement Jaxx,Romeo,Romeo (Radio Edit),B2,,,,2001,"ASW38783-1, 7243 8 38783 1 4","Astralwerks, Astralwerks",14267
Basement Jaxx,Romeo,Bongoloid,C1,,,,2001,"ASW38783-1, 7243 8 38783 1 4","Astralwerks, Astralwerks",14267
Basement Jaxx,Romeo,Camberwell Skies (Demo Mix),D1,,,,2001,"ASW38783-1, 7243 8 38783 1 4","Astralwerks, Astralwerks",14267
Basement Jaxx,Romeo,Romeo (Instrumental),D2,,,,2001,"ASW38783-1, 7243 8 38783 1 4","Astralwerks, Astralwerks",14267
Linda Eder,Never Dance / Something To Believe In,Never Dance (Lenny Bertoldo's Club Mix),A1,8:31,"Frank Wildhorn, Linda Eder",Lenny Bertoldo,1999,0-84633,Atlantic,1004030
Linda Eder,Never Dance / Something To Believe In,Never Dance (Lenny's X Mix),A2,8:30,"Frank Wildhorn, Linda Eder",Lenny Bertoldo,1999,0-84633,Atlantic,1004030
Linda Eder,Never Dance / Something To Believe In,Never Dance (D'Ambrosio Classic Mix),B1,7:23,"Frank Wildhorn, Linda Eder",Bobby D'Ambrosio,1999,0-84633,Atlantic,1004030
Linda Eder,Never Dance / Something To Believe In,Never Dance (Bobby's Hectic Dub),B2,7:55,"Frank Wildhorn, Linda Eder",Bobby D'Ambrosio,1999,0-84633,Atlantic,1004030
Linda Eder,Never Dance / Something To Believe In,Something To Believe In (Fitch Brothers Club Mix),C1,8:40,"Frank Wildhorn, Linda Eder","DJ Stew, Lenny Bertoldo, The Fitch Brothers",1999,0-84633,Atlantic,1004030
Linda Eder,Never Dance / Something To Believe In,Something To Believe In (Fitch Brothers Radio Edit),C2,4:09,"Frank Wildhorn, Linda Eder","DJ Stew, Lenny Bertoldo, The Fitch Brothers",1999,0-84633,Atlantic,1004030
Linda Eder,Never Dance / Something To Believe In,Something To Believe In (P.Q.M. Amped Up Mix),D1,6:03,"Frank Wildhorn, Linda Eder",Prince Quick Mix,1999,0-84633,Atlantic,1004030
Linda Eder,Never Dance / Something To Believe In,Something To Believe In (P.Q.M. Deep Head Mix),D2,6:06,"Frank Wildhorn, Linda Eder",Prince Quick Mix,1999,0-84633,Atlantic,1004030
Roberta Flack,Killing Me Softly With His Song,Killing Me Softly With His Song (Reborn Club Vox),A1,7:44,,Jonathan Peters; Soul Solution,1996,0-85501,Atlantic,25172308
Roberta Flack,Killing Me Softly With His Song,Killing Me Softly With His Song (Bonus Beats),A2,2:48,,Jonathan Peters; Soul Solution,1996,0-85501,Atlantic,25172308
Roberta Flack,Killing Me Softly With His Song,Killing Me Softly With His Song (Radio Edit),A3,3:26,,Jonathan Peters; Soul Solution,1996,0-85501,Atlantic,25172308
Roberta Flack,Killing Me Softly With His Song,Killing Me Softly With His Song (Dub #1),B1,5:24,,Jonathan Peters; Soul Solution,1996,0-85501,Atlantic,25172308
Roberta Flack,Killing Me Softly With His Song,Killing Me Softly With His Song (Dub #2),B2,6:48,,Jonathan Peters; Soul Solution,1996,0-85501,Atlantic,25172308
Donna Summer,This Time I Know It's For Real,This Time I Know It's For Real (Extended Remix),A,7:21,,,1989,0-86415,Atlantic,11951713
Donna Summer,This Time I Know It's For Real,If It Makes You Feel Good (LP Version),B1,3:45,,,1989,0-86415,Atlantic,11951713
Donna Summer,This Time I Know It's For Real,This Time I Know It's For Real (Instrumental),B2,3:34,,,1989,0-86415,Atlantic,11951713
Mel & Kim,Showing Out (Get Fresh At The Weekend),Showing Out (Get Fresh At The Weekend) (Vocal / Edit),A1,4:51,"Stock, Aitken & Waterman",,1986,0-86755,Atlantic,25663057
Mel & Kim,Showing Out (Get Fresh At The Weekend),Showing Out (Get Fresh At The Weekend) (Vocal),A2,7:15,"Stock, Aitken & Waterman",,1986,0-86755,Atlantic,25663057
Mel & Kim,Showing Out (Get Fresh At The Weekend),System (Vocal / Garage Mix),B,9:00,"Stock, Aitken & Waterman",,1986,0-86755,Atlantic,25663057
Ten City,That's The Way Love Is,That's The Way Love Is (Deep House Mix/Extended Version),A1,6:44,,"Steve ""Silk"" Hurley",1989,DMD 1283,Atlantic,3188445
Ten City,That's The Way Love Is,That's The Way Love Is (Underground Beats),A2,3:58,,Timmy Regisford,1989,DMD 1283,Atlantic,3188445
Ten City,That's The Way Love Is,That's The Way Love Is (Underground Mix/Extended Version),B1,8:08,,Timmy Regisford,1989,DMD 1283,Atlantic,3188445
Ten City,That's The Way Love Is,That's The Way Love Is (Underground Dub),B2,9:27,,"Boyd Jarvis, Terry Burrus",1989,DMD 1283,Atlantic,3188445
Linda Eder,Vienna,Vienna (Tommy Musto Club Mix),A1,7:23,"Frank Wildhorn, Linda Eder","Ben Grassini, Tommy Musto",2000,DMD 2564,Atlantic,1968741
Linda Eder,Vienna,Vienna (Tommy Musto Beats),A2,4:07,"Frank Wildhorn, Linda Eder",,2000,DMD 2564,Atlantic,1968741
Linda Eder,Vienna,Vienna (Lenny Bertoldo Club Mix),B1,9:41,"Frank Wildhorn, Linda Eder",Lenny Bertoldo,2000,DMD 2564,Atlantic,1968741
Linda Eder,Vienna,Vienna (Lenny Bertoldo Mixshow Edit),B2,6:00,"Frank Wildhorn, Linda Eder",Lenny Bertoldo,2000,DMD 2564,Atlantic,1968741
Linda Eder,Vienna,Vienna (Tommy Musto Dub Mix),C1,6:37,"Frank Wildhorn, Linda Eder","Ben Grassini, Tommy Musto",2000,DMD 2564,Atlantic,1968741
Linda Eder,Vienna,Vienna (Acapella),C2,4:52,"Frank Wildhorn, Linda Eder",,2000,DMD 2564,Atlantic,1968741
Linda Eder,Vienna,Vienna (Tommy Radio Mix),C3,4:07,"Frank Wildhorn, Linda Eder","Ben Grassini, Tommy Musto",2000,DMD 2564,Atlantic,1968741
Linda Eder,Vienna,Vienna (Lenny Bertoldo Dub),D1,7:45,"Frank Wildhorn, Linda Eder",Lenny Bertoldo,2000,DMD 2564,Atlantic,1968741
Linda Eder,Vienna,Vienna (Lenny Bertoldo Beats),D2,3:40,"Frank Wildhorn, Linda Eder",Lenny Bertoldo,2000,DMD 2564,Atlantic,1968741
Linda Eder,Vienna,Vienna (Lenny Bertoldo Radio Edit),D3,4:30,"Frank Wildhorn, Linda Eder",Lenny Bertoldo,2000,DMD 2564,Atlantic,1968741
Brandy,Full Moon,Full Moon (Soulchild Remix),A1,3:59,Mike City,,2002,PR 300865,Atlantic,1797700
Brandy,Full Moon,Full Moon (Album Version),A2,3:57,Mike City,,2002,PR 300865,Atlantic,1797700
Brandy,Full Moon,Full Moon (Soulchild Remix Instrumental),A3,3:59,Mike City,,2002,PR 300865,Atlantic,1797700
Brandy,Full Moon,Full Moon (C&J Remix),B1,3:56,Mike City,Cutfather & Joe,2002,PR 300865,Atlantic,1797700
Brandy,Full Moon,Full Moon (Album Instrumental),B2,3:58,Mike City,,2002,PR 300865,Atlantic,1797700
Brandy,Full Moon,Full Moon (Album Acapella),B3,3:58,Mike City,,2002,PR 300865,Atlantic,1797700
Brandy,Full Moon,Full Moon (Precision Remix - Clean),C1,4:23,Mike City,,2002,PR 300865,Atlantic,1797700
Brandy,Full Moon,Full Moon (Precision Remix - Dirty),C2,4:24,Mike City,,2002,PR 300865,Atlantic,1797700
Brandy,Full Moon,Full Moon (Precision Remix Extended Instrumental),C3,4:24,Mike City,,2002,PR 300865,Atlantic,1797700
Brandy,Full Moon,Full Moon (Precision Remix),D1,4:23,Mike City,,2002,PR 300865,Atlantic,1797700
Brandy,Full Moon,Full Moon (Precision Remix),D2,3:55,Mike City,,2002,PR 300865,Atlantic,1797700
Brandy,Full Moon,Full Moon (Precision Remix Instrumental),D3,3:55,Mike City,,2002,PR 300865,Atlantic,1797700
Bette Midler,Divine Madness,Big Noise From Winnetka,A1,3:52,,,1980,SD 16022,Atlantic,3817993
Bette Midler,Divine Madness,Paradise,A2,4:09,,,1980,SD 16022,Atlantic,3817993
Bette Midler,Divine Madness,Shiver Me Timbers,A3,3:56,,,1980,SD 16022,Atlantic,3817993
Bette Midler,Divine Madness,Fire Down Below,A4,3:05,,,1980,SD 16022,Atlantic,3817993
Bette Midler,Divine Madness,Stay With Me,A5,6:24,,,1980,SD 16022,Atlantic,3817993
Bette Midler,Divine Madness,My Mother's Eyes,B1,2:29,,,1980,SD 16022,Atlantic,3817993
Bette Midler,Divine Madness,Chapel Of Love,B2-a,4:02,,,1980,SD 16022,Atlantic,3817993
Bette Midler,Divine Madness,Boogie Woogie Bugle Boy,B2-b,,,,1980,SD 16022,Atlantic,3817993
Bette Midler,Divine Madness,E Street Shuffle,B3-a,9:42,,,1980,SD 16022,Atlantic,3817993
Bette Midler,Divine Madness,Summer (The First Time),B3-b,,,,1980,SD 16022,Atlantic,3817993
